,device_number,device_description,site,work_order_number,work_order_priority_description,wo_type_description,problem_reported,lot_year,num_parts_from_storeroom,num_parts_from_po,repair_part_number,repair_part_name,repair_part_stocktype,total_parts_used
28853,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",5662323,Corrective Maintenance,Corrective COR,2013-03-15 08:30:00,4.0,1,0,384333,BATTERIES,REPAIRABLE,1
28928,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",5657972,Corrective Maintenance,Corrective COR,2013-03-12 10:28:50,4.0,1,0,384333,BATTERIES,REPAIRABLE,1
29046,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",5662310,Corrective Maintenance,Corrective COR,2013-03-15 08:30:00,4.0,1,0,384333,BATTERIES,REPAIRABLE,1
29277,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",6142155,Corrective Maintenance,Corrective COR,2014-02-20 08:30:00,5.0,1,0,05146012-5501,UPS,REPAIRABLE,1
29349,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",5265173,Corrective Maintenance,Corrective COR,2012-06-19 11:00:00,4.0,1,0,LCD2090UXI-BK,"MONITOR, TOUCH SCREEN, 20 INCH, NEC",REPAIRABLE,1
29595,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",5650745,Corrective Maintenance,Corrective COR,2013-03-07 12:30:00,4.0,1,0,UB12SEW,SPEAKER,REPAIRABLE,1
43506,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Polk, LA",6833596,Corrective Maintenance,Corrective COR,2015-05-04 08:00:00,7.0,1,0,05146012-5501,UPS,REPAIRABLE,1
43507,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Polk, LA",6833617,Corrective Maintenance,Corrective COR,2015-05-04 08:00:00,7.0,1,0,05146012-5501,UPS,REPAIRABLE,1
43852,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Polk, LA",6889602,Corrective Maintenance,Corrective COR,2015-06-08 09:00:00,7.0,1,0,WS-CAC-6000W=,POWER SUPPLY,REPAIRABLE,1
43920,CACTF,Combined Arms Collective Training Facility (GDIT),Korea - Rodriguez Range,6903373,Corrective Maintenance,Corrective COR,2015-06-14 19:00:00,7.0,1,0,PZM-11LL WR,"WEATHER RESITANT MICROPHONE, CROWN",REPAIRABLE,1
43926,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Polk, LA",6905391,Corrective Maintenance,Corrective COR,2015-06-19 08:00:00,7.0,1,0,SANBOX 5600,STACKABLE FIBER CHANNEL SWITCH,REPAIRABLE,1
45250,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Greely, AK (Donnelly Battle Area Complex)",7229059,Corrective Maintenance,Corrective COR,2016-01-04 12:01:55,7.0,1,0,WS-C3750G-48TS-E,SWITCH,REPAIRABLE,1
45562,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Polk, LA",7336362,Corrective Maintenance,Corrective COR,2016-03-16 09:00:00,7.0,1,0,WS-X6748-GE-TX (A),"MODULE, CATALYST SWITCH, 6500, 48 PORT, CISCO",REPAIRABLE,1
45690,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Polk, LA",7368345,Corrective Maintenance,Corrective COR,2016-04-07 09:00:00,7.0,1,0,9170-4200-0002,"VIDEO ENCODER 6000, VBRICK",REPAIRABLE,1
45774,CACTF,Combined Arms Collective Training Facility (GDIT),Korea - Rodriguez Range,7398517,Corrective Maintenance,Corrective COR,2016-04-25 01:00:00,7.0,1,0,SIQURA C-20 D/IP/SA,"ENCODER, AUDIO SINGLE MPEG2 , VIDEO AND STERO",REPAIRABLE,1
46157,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",6914070,Corrective Maintenance,Corrective COR,2015-06-23 09:33:00,7.0,1,0,1201510,"CAMERA, THERMAL IMAGER, 45/135, DEFENDER, FLIR",REPAIRABLE,1
46246,CACTF,Combined Arms Collective Training Facility (GDIT),"Kahuku Training Area, HI",6935526,Corrective Maintenance,Corrective COR,2015-07-09 21:06:00,7.0,1,0,GXT4-700RT120,"UPS, LCD SCREEN,16.2X3.4X16.9, RACK MOUNT, 630watts, LIEBERT",REPAIRABLE,1
46714,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",7018817,Corrective Maintenance,Corrective COR,2015-08-24 10:00:00,7.0,1,0,BIM 2.1,"MODULE, INTERFACE",REPAIRABLE,1
46766,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",7032059,Corrective Maintenance,Corrective COR,2015-08-31 09:00:00,7.0,1,0,NI-4100,"CONTROLLER, NETLINX, NI-4100, AMX",REPAIRABLE,1
46901,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Drum, NY",7083623,Corrective Maintenance,Corrective COR,2015-09-30 15:15:00,7.0,1,0,WD1600JD,"DRIVE, HARD",REPAIRABLE,1
47129,CACTF,Combined Arms Collective Training Facility (GDIT),"Kahuku Training Area, HI",7167080,Corrective Maintenance,Corrective COR,2015-11-16 09:35:53,7.0,1,0,WS-C3750G-48TS-E,SWITCH,REPAIRABLE,1
47245,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",7198864,Corrective Maintenance,Corrective COR,2015-12-11 10:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
47660,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Campbell, KY",7313128,Corrective Maintenance,Corrective COR,2016-03-02 12:22:00,7.0,1,0,ICD-49,CAMERA,REPAIRABLE,1
47661,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Campbell, KY",7313137,Corrective Maintenance,Corrective COR,2016-03-02 12:22:00,7.0,1,0,ICD-49,CAMERA,REPAIRABLE,1
47662,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Campbell, KY",7313144,Corrective Maintenance,Corrective COR,2016-03-02 12:22:00,7.0,1,0,ICD-49,CAMERA,REPAIRABLE,1
47663,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Campbell, KY",7313147,Corrective Maintenance,Corrective COR,2016-03-02 12:22:00,7.0,1,0,ICD-49,CAMERA,REPAIRABLE,1
47664,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Campbell, KY",7313149,Corrective Maintenance,Corrective COR,2016-03-02 12:22:00,7.0,1,0,ICD-49,CAMERA,REPAIRABLE,1
47713,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",7342124,Corrective Maintenance,Corrective COR,2016-03-21 10:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
48080,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",6840426,Corrective Maintenance,Corrective COR,2015-05-11 09:00:00,7.0,1,0,05146012-5501,UPS,REPAIRABLE,1
48203,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Hood, TX",6868925,Corrective Maintenance,Corrective COR,2015-05-26 09:00:00,7.0,1,0,WS-C3750-24TS-E V05,"SWITCH, 24 PORT, CISCO",REPAIRABLE,1
48206,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Hood, TX",6869546,Corrective Maintenance,Corrective COR,2015-05-26 09:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
48207,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Hood, TX",6869568,Corrective Maintenance,Corrective COR,2015-05-29 09:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
48208,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Hood, TX",6869578,Corrective Maintenance,Corrective COR,2015-05-29 09:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
48210,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Hood, TX",6869642,Corrective Maintenance,Corrective COR,2015-05-29 09:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
48211,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Hood, TX",6869766,Corrective Maintenance,Corrective COR,2015-05-29 09:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
48212,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Hood, TX",6869768,Corrective Maintenance,Corrective COR,2015-05-29 09:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
48405,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Carson, CO",6886735,Corrective Maintenance,Corrective COR,2015-06-03 08:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
48769,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",6924040,Corrective Maintenance,Corrective COR,2015-06-30 07:00:00,7.0,1,0,M5-MRTI-32,"CAMERA, THERMAL, IMAGER, PTZ, SPI CORP",REPAIRABLE,1
48770,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",6924047,Corrective Maintenance,Corrective COR,2015-06-30 09:00:00,7.0,1,0,M5-MRTI-32,"CAMERA, THERMAL, IMAGER, PTZ, SPI CORP",REPAIRABLE,1
49268,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",6952487,Corrective Maintenance,Corrective COR,2015-07-20 08:00:00,7.0,1,0,05146012-5501,UPS,REPAIRABLE,1
49270,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",6954007,Corrective Maintenance,Corrective COR,2015-07-21 08:00:00,7.0,1,0,05146012-5501,UPS,REPAIRABLE,1
49272,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Riley, KS",6955108,Corrective Maintenance,Corrective COR,2015-07-21 09:00:37,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
49280,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Riley, KS",6956714,Corrective Maintenance,Corrective COR,2015-07-23 09:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
49355,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Riley, KS",6961327,Corrective Maintenance,Corrective COR,2015-07-27 10:00:00,7.0,1,0,2012.9123,"INSTREAMER, AUDIO ENCODER, NETWORK, MP3, BARIX",REPAIRABLE,1
49527,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Riley, KS",6980864,Corrective Maintenance,Corrective COR,2015-08-05 09:00:00,7.0,1,0,2006.8040,"DECODER, AUDIO, NETWORK, BARIX",REPAIRABLE,1
49937,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",7035511,Corrective Maintenance,Corrective COR,2015-09-01 14:00:00,7.0,1,0,0769-001,"CAMERA, COMMUNICATIONS, P5514, PTZ INDOOR DOME NETWORK, AXIS",REPAIRABLE,1
49953,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Carson, CO",7038298,System - Device Down,Corrective COR,2015-09-04 12:00:00,7.0,1,0,05146012-5501,UPS,REPAIRABLE,1
50130,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",7068063,Corrective Maintenance,Corrective COR,2015-09-22 08:30:00,7.0,1,0,05146012-5501,UPS,REPAIRABLE,1
51071,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",7199158,Corrective Maintenance,Corrective COR,2015-12-14 08:30:00,7.0,1,0,13VG2811ASIR-SQ,CAMERA ,REPAIRABLE,1
51652,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Lewis, WA",7271755,Corrective Maintenance,Corrective COR,2016-02-05 09:00:00,7.0,1,0,13VG2811ASIR-SQ,CAMERA ,REPAIRABLE,1
52509,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Carson, CO",7401230,Corrective Maintenance,Corrective COR,2016-04-26 08:25:00,7.0,1,0,GC-EXSTR-200,DECODER,REPAIRABLE,1
52511,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Carson, CO",7403383,Corrective Maintenance,Corrective COR,2016-04-27 08:20:00,7.0,1,0,BIM,"MODULE, INTERFACE",REPAIRABLE,1
52512,CACTF,Combined Arms Collective Training Facility (LMCO),"Ft Carson, CO",7403383,Corrective Maintenance,Corrective COR,2016-04-27 08:20:00,7.0,1,0,BIM,"MODULE, INTERFACE",REPAIRABLE,1
52565,CACTF,Collective Training Facility (GDIT),"Camp Ripley, MN",6833572,Corrective Maintenance,Corrective COR,2015-05-05 15:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
53096,CACTF,Collective Training Facility (GDIT),"Ft Dix, NJ",6917282,Corrective Maintenance,Corrective COR,2015-06-26 08:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
53097,CACTF,Collective Training Facility (GDIT),"Ft Dix, NJ",6917283,Corrective Maintenance,Corrective COR,2015-06-26 08:00:00,7.0,1,0,9171-4200-0003,ENCODER,REPAIRABLE,1
